"filename","image_url","name","office","party","date_int","w_cm","color_name"
"14444842.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444842.jpg","Re-Elect Serra Representative","Representative",,,5.5,"black"
"14444841.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444841.jpg","Barbara Senecal School Committee","School Committee",,,4.4,"pink"
"14444840.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444840.jpg","Representative Segel Brookline","Representative",,,3.7,"brown"
"14444839.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444839.jpg","Keep Sears Sheriff!","Sheriff",,,3.2,"black"
"14444838.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444838.jpg","John Sears per sindaco","Mayor","Republican",1967,3.5,"black"
"14444837.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444837.jpg","John Sears for Governor","Governor","Republican",1982,5.6,"black"
"14444836.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444836.jpg","John Sears for City Council","City Council","Republican",1980,4.5,"black"
"14444835.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444835.jpg","For Mayor: John Sears cares","Selectman","Republican",1967,3.2,"black"
"14444834.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444834.jpg","For Mayor: John Sears cares","Mayor","Republican",1967,2,"pink"
"14444833.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444833.jpg","I'm a Democrat for Bill Scranton","Governor","Republican",1962,2.5,"pink"
"14444832.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444832.jpg","I believe in Hugh Scott.",,"Republican",,2.5,"black"
"14444831.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444831.jpg","One More Vote for Senator Schweiker","Senate","Republican",,3.9,"black"
"14444830.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444830.jpg","Re-elect Scherle U.S. Congress","Congress","Republican",1970,4,"black"
"14444829.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444829.jpg","Scaccia representative","Representative",,,5.5,"pink"
"14444828.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444828.jpg","Sargent Linsky","Governor","Republican",1970,5.5,"black"
"14444827.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444827.jpg","Sargent Dwight","Governor","Republican",1970,5.5,"pink"
"14444826.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444826.jpg","Sargent Dwight","Governor","Republican",1970,5.5,"black"
"14444825.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444825.jpg","Sargent Dwight","Governor","Republican",1970,4,"pink"
"14444824.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444824.jpg","Sargent","Governor","Republican",1970,2.6,"black"
"14444823.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444823.jpg","Sarge looms large.","Governor","Republican",1970,3,"black"
"14444822.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444822.jpg","Put Sarge in charge","Governor","Republican",1970,2,"gray"
"14444821.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444821.jpg","Governor Sargent","Governor","Republican",1970,5.5,"green"
"14444820.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444820.jpg","Rosemarie Sansone Secretary of State","Secretary of State",,,5.8,"orange"
"14444819.jpg","https://tracy-st.github.io/hks-political-buttons/images/14444819.jpg","Rosemarie Sansone Boston City Council","City Council",,,5.5,"black"
"14427769.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427769.jpg","Sanford for President","President",,,4.2,"gray"
"14427768.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427768.jpg","Sanford for President","President",,,5.3,"black"
"14427767.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427767.jpg","Sanford for President","President",,,5.3,"black"
"14427766.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427766.jpg","Sanford for President","President",,,4.4,"black"
"14427765.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427765.jpg","Sanford Citizen Assemblies",,,1980,5.6,"black"
"14427764.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427764.jpg","Sanford",,,,3.8,"pink"
"14427763.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427763.jpg","Samuels Cuomo '74","Governor","Democrat",1974,3.8,"purple"
"14427762.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427762.jpg","Samuels","Governor","Democrat",1974,2.5,"black"
"14427761.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427761.jpg","Governor Samuels in Seventy Four","Governor","Democrat",1974,4,"black"
"14427760.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427760.jpg","Salty in Sixty","Senate","Republican",1960,4.2,"pink"
"14427759.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427759.jpg","Saltonstall",,"Republican",1944,2.6,"black"
"14427758.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427758.jpg","for Mayor Saltonstall","Mayor","Democrat",1971,4.2,"black"
"14427757.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427757.jpg","for Mayor Saltonstall","Mayor","Democrat",1971,3.8,"black"
"14427756.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427756.jpg","City council Saltonstall Democrat","City Council","Democrat",1968,4.5,"black"
"14427755.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427755.jpg","St Germain",,,,3,"black"
"14427754.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427754.jpg","St Germain",,,,4.2,"black"
"14427753.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427753.jpg","People for George L. Sacco Attorney General","Attorney General",,1974,7,"black"
"14427752.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427752.jpg","People for George L. Sacco Attorney General","Attorney General",,1974,4.5,"black"
"14427751.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427751.jpg","George Sacco Work to make him Attorney General","Attorney General",,1974,4.5,"pink"
"14427750.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427750.jpg","George Sacco Work to make him Attorney General","Attorney General",,1974,3,"black"
"14427749.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427749.jpg","Rowe for Congress","Congress","Republican",2012,3.7,"black"
"14427748.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427748.jpg","Sam Rotondi '82","Lieutenant Governor","Democrat",1982,5.5,"brown"
"14427747.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427747.jpg","Sam Rotondi","Lieutenant Governor","Democrat",1982,5.6,"pink"
"14427746.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427746.jpg","Rothstein State Representative","State Representative",,,4.4,"black"
"14427745.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427745.jpg","Mike Roth for Attorney General","Attorney General","Republican",1978,3.8,"pink"
"14427744.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427744.jpg","Rotenberg","Congress",,1974,4.4,"black"
"14427743.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427743.jpg","Jon Rotenberg for Congress","Congress",,1974,3.2,"black"
"14427742.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427742.jpg","Jon Rotenberg for Congress","Congress",,1974,5.6,"black"
"14427741.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427741.jpg","Rosmarin for Brookline",,,,5.6,"brown"
"14427740.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427740.jpg","Ron Rosenblith Selectman","Selectman",,,5.8,"pink"
"14427739.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427739.jpg","Teddy is Good Enough for Me",,"Democrat",1904,5.1,"black"
"14427738.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427738.jpg","We Want F.D.R. Again","President","Democrat",,6,"pink"
"14427737.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427737.jpg","Two Good Terms Deserve Another","President","Democrat",1940,3.3,"black"
"14427736.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427736.jpg","Roosevelt Congress","Congress","Democrat",,4,"gray"
"14427735.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427735.jpg","Roosevelt",,"Democrat",,2.5,"gray"
"14427734.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427734.jpg","Picture of Roosevelt",,"Democrat",,3.2,"pink"
"14427733.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427733.jpg","First Lady of the World Eleanor Roosevelt","First Lady","Democrat",,3.7,"brown"
"14427732.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427732.jpg","Romney, Snap a gram tie slide18 kt. Gold finish","President","Republican",1968,1,"black"
"14427731.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427731.jpg","Romney '68","President","Republican",1968,2.3,"black"
"14427730.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427730.jpg","Vote Rogers Representative","Representative",,,5.5,"gray"
"14427729.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427729.jpg","Senator Rogers","Senate",,,5.5,"black"
"14427728.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427728.jpg","Rodino",,,,2.4,"black"
"14427727.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427727.jpg","Rocky!",,"Republican",1960,3,"black"
"14427726.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427726.jpg","Rocky Has Never Lost An Election",,"Republican",1960,2.9,"gray"
"14427725.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427725.jpg","Rockefeller He's done a lot. He'll do more.",,"Republican",1960,3,"black"
"14427724.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427724.jpg","Rockefeller for President","President","Republican",1964,3,"black"
"14427723.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427723.jpg","Rockefeller for President","President","Republican",1964,3.2,"pink"
"14427722.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427722.jpg","Rockefeller",,"Republican",1960,3.8,"gray"
"14427721.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427721.jpg","Me Gusta Rockefeller","President","Republican",1964,3,"black"
"14427720.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427720.jpg","Governor Rockefeller for Governor","Governor","Republican",1960,2.5,"pink"
"14427719.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427719.jpg","Mike Robertson US senator","Senate","Republican",1976,4,"black"
"14427718.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427718.jpg","Mike Robertson for U.S. Senator","Senate","Republican",1976,5.5,"gray"
"14427717.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427717.jpg","Rizzo fights for me","Congress","Republican",1980,4,"black"
"14427716.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427716.jpg","Rizzo","Congress","Republican",1980,4,"black"
"14427715.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427715.jpg","Richardson Will Finish the Job for Attorney General","Attorney General","Republican",1966,2.6,"black"
"14427714.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427714.jpg","Richardson for Governor","Governor","Republican",,3.2,"gray"
"14427713.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427713.jpg","Richardson Attorney General","Attorney General","Republican",1966,4.2,"black"
"14427712.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427712.jpg","Richardson Attorney General","Attorney General","Republican",1966,3.8,"black"
"14427711.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427711.jpg","Elect Richardson Lt. Gov.","Lieutenant Governor","Republican",1964,3.5,"black"
"14427710.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427710.jpg","John J. Rhodes for Speaker of the House","House Speaker","Republican",1973,3.8,"gray"
"14427709.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427709.jpg","Reuther Congress 2nd","Congress","Democrat",1974,4,"brown"
"14427708.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427708.jpg","Together a new beginning Jan. 20 1981",,,,5.5,"black"
"14427707.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427707.jpg","Welcome Gov. Reagan Cedar Rapids, Ia.","President","Republican",1979,5.5,"gray"
"14427706.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427706.jpg","Together A New Beginning Reagan-Bush '80","President","Republican",1980,5.5,"black"
"14427705.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427705.jpg","This Iowan wants Reagan-Bush '80","President","Republican",1980,5.5,"pink"
"14427704.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427704.jpg","The time is now Reagan Bush","President","Republican",1980,3,"gray"
"14427703.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427703.jpg","The Rich Get Richer The Poor Get Reagan","President","Republican",1984,6,"pink"
"14427702.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427702.jpg","Students for Reagan","President","Republican",,2.5,"brown"
"14427701.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427701.jpg","Stop Reagan's War On The Poor","President","Republican",1984,6,"black"
"14427700.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427700.jpg","Reagan: Let's make America great again","President","Republican",1980,2.9,"purple"
"14427699.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427699.jpg","Reagan is Bush","President","Republican",,4,"black"
"14427698.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427698.jpg","Reagan in '80","President","Republican",1980,3.5,"black"
"14427697.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427697.jpg","Reagan For Govenor","Governor","Republican",1967,3,"black"
"14427696.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427696.jpg","Reagan Bush '84 (state of Ohio)","President","Republican",1984,5.5,"black"
"14427695.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427695.jpg","Reagan Bush '84","President","Republican",1984,4,"blue"
"14427694.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427694.jpg","Reagan Bush","President","Republican",,4.5,"black"
"14427693.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427693.jpg","Reagan Bush","President","Republican",,5.5,"purple"
"14427692.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427692.jpg","Reagan '76","President","Republican",1976,2.5,"black"
"14427691.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427691.jpg","Reagan","President","Republican",,3,"black"
"14427690.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427690.jpg","Reagan","President","Republican",,4.2,"gray"
"14427689.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427689.jpg","Irish Americans for Reagan Bush","President","Republican",,5.2,"purple"
"14427688.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427688.jpg","Ray the Governor","Governor",,1968,3,"black"
"14427687.jpg","https://tracy-st.github.io/hks-political-buttons/images/14427687.jpg","S. Lester Ralph Attorney General","Attorney General","Democrat",,5.5,"black"
